calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
AV. CALZADA DEL PE?ON,46,Hogar,Otro,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
CALZADA DEL PE?ON,50,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
EMILIANO ZAPATA,22,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,Sí,En movimiento,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
AV. FRANCISCO TLALTENCO,55,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,">1,000"
AV. FRANCISCO TLALTENCO,35,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV DEL ARBOL,40,Otra vivienda,Otra vivienda,Relacionado con el trabajo,Clima,No,,Mujer,Secundaria,"1,001-3,000"
AV. VILLA FRANQUEZA,71,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No contestó,,Hombre,No contestó,No contestó
AV. VILLA FRANQUEZA,27,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,No,,Mujer,Preparatoria o Bachillerato,">1,000"
AV. SAN JERONIMO,30,Trabajo,Trabajo,Relacionado con el trabajo,Recorrido muy largo,No,,Hombre,Secundaria,"3,001-6,000"
AV LAS PALMAS,25,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV SAN LUIS CABRERA,48,Hogar,Otro,Recreación,Clima,No,,Mujer,Licenciatura,"6,001-10,000"
CALZADA LEGARIA,42,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
CARRILLO PUERTO,30,Trabajo,Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Carrera Técnica,"3,001-6,000"
MARINA NACIONAL,28,Hogar,Otra vivienda,Ir de visita,Recorrido muy largo,Sí,En movimiento,Hombre,Licenciatura,No contestó
AV. MARINA NACIONAL,17,Hogar,Escuela,Ir a estudiar,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,No contestó
AV. MARINA NACIONAL,48,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
AV. INDUSTRIAL MILITAR,40,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,"10,001-15000"
AV. CONSTITUYENTES,32,Trabajo,"Restaurante, bar, cafetería",Relacionado con el trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
MIGUEL DE CERVANTES SABEDRA,36,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Mujer,Licenciatura,"10,001-15000"
MIGUEL DE CERVANTES SABEDRA,20,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
LAGUNA DE MAYRAN,36,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Clima,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
AV EJERCITO NACIONAL,29,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
AV EJERCITO NACIONAL,42,Hogar,Trabajo,Ir al trabajo,Clima,Sí,No contestó,Hombre,Secundaria,"1,001-3,000"
REFORMA,21,Otra vivienda,Trabajo,Ir al trabajo,Inseguridad,No,,Hombre,Licenciatura,"6,001-10,000"
PARQUE LIRA,18,Trabajo,Trabajo,Relacionado con el trabajo,Llevar prisa,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
PARQUE LIRA,26,Otro,"Centro comercial, tienda, mercado",Hacer compras,No sé,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
FRAY SERVANDO TERESA DE MIER,56,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
FRAY SERVANDO TERESA DE MIER,68,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Ninguno,No contestó
AV MIGUEL HIDALGO,36,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Clima,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
AV. MORELOS,53,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Ninguno,No contestó
ANILLO PERIFERICO,28,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CARRETERA XOCHIMILCO,40,Otro,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Mujer,Carrera Técnica,"6,001-10,000"
SAN PABLO,20,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
SAN PABLO,19,Hogar,Escuela,Ir a estudiar,Recorrido muy largo,No,,Hombre,Licenciatura,"1,001-3,000"
SAN PABLO,52,Hogar,Otra vivienda,Relacionado con el trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
16 DE SEPTIEMBRE,23,Hogar,Escuela,Ir a estudiar,Recorrido muy largo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV 16 DE SEPTIEMBRE,40,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Mujer,Secundaria,"1,001-3,000"
AV CAMINO NATIVITAS,30,Otro,Hogar,Regreso a casa,Inseguridad,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,No contestó
AV CAMINO NATIVITAS,21,Otro,"Restaurante, bar, cafetería",Ir a comer,Clima,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
16 DE SEPTIEMBRE,23,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,No contestó
BENITO JUAREZ,18,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
BENITO JUAREZ,17,Hogar,Escuela,Ir a estudiar,Ningún motivo,No,,Mujer,Preparatoria o Bachillerato,">1,000"
BENITO JUAREZ,29,Otro,Hogar,Llevar o recoger a alguien,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
BENITO JUAREZ,24,Otra vivienda,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
BENITO JUAREZ,25,Hogar,Otro,Recreación,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CAMINO REAL A TOLUCA,20,Hogar,Otro,Hacer compras,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
SAN JERONIMO,40,Otro,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,"<15,001"
CAMINO REAL A TOLUCA,39,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Licenciatura,No contestó
SAN JERONIMO,59,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"10,001-15000"
CAMARONES,46,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. CUITLAHUAC,64,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
CAMARONES,70,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
CALZADA ERMITA IZTAPALAPA,56,Trabajo,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. JARDIN,25,Hogar,Trabajo,Ir al trabajo,Falta de infraestructura,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
CALZADA CAMARONES,55,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
AV. JARDIN,54,Hogar,Otro,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Carrera Técnica,"3,001-6,000"
AV. JARDIN,39,Escuela,Hogar,Llevar o recoger a alguien,Clima,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
CALZADA CAMARONES,36,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JERUSALEN,21,Hogar,Escuela,Ir a estudiar,Falta de infraestructura,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JERUSALEN,32,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JERUSALEN,47,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
JERUSALEN,31,Hogar,Escuela,Llevar o recoger a alguien,Fala mecánica de bici,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,No contestó
AV. DE LAS GRANJAS,31,Hogar,No sabe,Regreso a casa,Lesión o incapacidad,No,,Hombre,Primaria,">1,000"
REAL DE SAN MARTIN,28,Trabajo,Trabajo,Relacionado con el trabajo,Clima,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
FAJA DE ORO,58,Hogar,Otro,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
CAMINO A NEXTENGO,32,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"<15,001"
EL ROSARIO,35,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV. DE LAS CULTURAS,25,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Licenciatura,"6,001-10,000"
EL ROSARIO,72,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
SAN FRANCISCO,65,Hogar,Otro,Trámite,Ningún motivo,No,,Mujer,Secundaria,"1,001-3,000"
ERNESTO URUCHURTU,57,Trabajo,Hogar,Ir a comer,Fala mecánica de bici,No,,Hombre,Secundaria,"3,001-6,000"
PROLONGACION REFORMA,25,Otro,Hogar,Ir de visita,Fala mecánica de bici,No,,Mujer,Licenciatura,">1,000"
PROLONGACION REFORMA,27,Hogar,Trabajo,Ir al trabajo,Clima,Sí,No contestó,Hombre,Secundaria,"3,001-6,000"
CALZADA DE LOS LEONES,19,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,"1,001-3,000"
CAMINO VIEJO A MIXCOAC,56,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,">1,000"
PASEO DEL PEDREGAL,22,Hogar,Escuela,Ir a estudiar,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,No contestó
CALZADA DESIERTO DE LOS LEONES,29,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
AVENIDA TOLUCA,38,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
SAN JERONIMO,35,Otra vivienda,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,No,,Hombre,Secundaria,"6,001-10,000"
SIMON BOLIVAR,32,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
AV UNIVERSIDAD,41,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Carrera Técnica,No contestó
AV UNIVERSIDAD,29,"Centro comercial, tienda, mercado",Otra vivienda,Hacer compras,Inseguridad,No,,Mujer,Carrera Técnica,No contestó
INDEPENDENCIA,28,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"10,001-15000"
AV 506,31,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,En movimiento,Mujer,Licenciatura,"1,001-3,000"
AV. CENTRAL,30,Trabajo,"Restaurante, bar, cafetería",Ir a comer,Cambio de trabajo,No,,Hombre,Secundaria,"1,001-3,000"
AV CANAL DE SAN JUAN,22,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
PLUTARCO ELIAS CALLES,23,Hogar,Otra vivienda,Ir de visita,Clima,No,,Hombre,Secundaria,"1,001-3,000"
AV JUAN ALVAREZ,24,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
AV JUAN ALVAREZ,75,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,No,,Hombre,Primaria,"3,001-6,000"
AV GUELATAO,67,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,No contestó
AV. MICHOACAN,37,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Primaria,"6,001-10,000"
AV. GALVA.,43,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"6,001-10,000"
AV. MICHOACAN,45,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
ERMITA IZTAPALAPA,27,Trabajo,Hogar,Regreso a casa,No haya bici disponible,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CAMINO ANTIGUO A CULHUACAN,22,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Secundaria,"3,001-6,000"
CAMINO ANTIGUO A CULHUACAN,41,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
CALZADA IGNACIO ZARAGOZA,27,Trabajo,Otra vivienda,Ir de visita,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
NI?OS HEROES,19,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,No contestó
NI?OS HEROES,31,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Primaria,No contestó
NI?OS HEROES,38,Hogar,Otro,Recreación,Clima,Sí,En movimiento,Hombre,Secundaria,"6,001-10,000"
ARNESES,41,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
CARDIOLOGOS,43,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
BATALLA DE CALPULALPA,21,Otra vivienda,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Secundaria,"6,001-10,000"
AV BENITO JUAREZ,26,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,">1,000"
NAUTLA,66,Hogar,Otro,Llevar o recoger a alguien,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
AV BENITO JUAREZ,16,Otro,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Secundaria,">1,000"
AV BENITO JUAREZ,16,Hogar,Otro,Recreación,Recorrido muy largo,No,,Mujer,Secundaria,"6,001-10,000"
NAUTLA,32,Hogar,Trabajo,Relacionado con el trabajo,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,No contestó
SANTA CRUZ MEYEHUALCO,18,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Mujer,Secundaria,No contestó
EL VERGEL,25,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
SANTA CRUZ,25,Hogar,Otra vivienda,Ir de visita,Ningún motivo,No,,Mujer,Secundaria,"3,001-6,000"
SAN MIGUEL,33,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
BAJA CALIFORNIA,64,Trabajo,Trabajo,Ir al trabajo,Clima,No,,Hombre,Secundaria,"1,001-3,000"
SAN MIGUEL,39,Hogar,Otra vivienda,Recreación,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
MIGUEL LERDO DE TEJADA,31,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
DARIO FERNANDEZ,17,Hogar,Otro,Recreación,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
DR. IGNACIO MORONES PRIETO,20,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Clima,No,,Hombre,Carrera Técnica,No contestó
DR. IGNACIO MORONES PRIETO,30,"Restaurante, bar, cafetería",Hogar,Ir a comer,Clima,No,,Hombre,Carrera Técnica,No contestó
DR. IGNACIO MORONES PRIETO,26,Hogar,Otra vivienda,Ir a comer,Clima,No,,Mujer,Preparatoria o Bachillerato,No contestó
JAIME NUNO,50,Trabajo,Hogar,Regreso a casa,Llevar prisa,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
JAIME NUNO,19,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
JAIME NUNO,44,Hogar,"Centro comercial, tienda, mercado",Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
EMILIANO ZAPATA,54,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
EMILIANO ZAPATA,26,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Inseguridad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
EMILIANO ZAPATA,52,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Primaria,No contestó
PONIENTE 134,23,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,">1,000"
SANTIAGO ATEPETLAC,52,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
SANTIAGO ATEPETLAC,38,Hogar,Escuela,Llevar o recoger a alguien,Lesión o incapacidad,No,,Mujer,Primaria,"1,001-3,000"
FERNANDO AMILPA,40,Otro,Trabajo,Ir al trabajo,Inseguridad,Sí,Estacionada,Hombre,Carrera Técnica,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,28,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Secundaria,"1,001-3,000"
LAZARO CARDENAS,43,Hogar,Trabajo,Ir al trabajo,Llevar prisa,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
LAZARO CARDENAS,19,Hogar,Escuela,Ir a estudiar,Clima,No,,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
LAZARO CARDENAS,28,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
LAZARO CARDENAS,30,Trabajo,Trabajo,Relacionado con el trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
LAZARO CARDENAS,63,Hogar,Trabajo,Ir al trabajo,Llevar prisa,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,32,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
ACUEDUCTO DE GUADALUPE,15,Otro,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
ACUEDUCTO DE GUADALUPE,25,Hogar,Trabajo,Ir al trabajo,Llevar prisa,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,59,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
RIO BAMBA,31,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
LEON DE LOS ALDAMA,56,Escuela,Hogar,Regreso a casa,Clima,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
EDUARDO MOLINA,34,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
EDUARDO MOLINA,60,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
EDUARDO MOLINA,49,Trabajo,Otro,Hacer compras,Inseguridad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
LEON DE LOS ALDAMA,27,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Secundaria,"6,001-10,000"
FERNANDO AMILPA,17,Escuela,Hogar,Ir a estudiar,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,No contestó
FERNANDO AMILPA,23,Trabajo,Otra vivienda,Ir de visita,Clima,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,">1,000"
ACUEDUCTO DE GUADALUPE,55,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
JOSE LORETO FABELA,30,Trabajo,Otra vivienda,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
FERROCARRIL HIDALGO HIDALGO,52,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
PASEO DEL PEDREGAL,36,Hogar,Otro,Recreación,Inseguridad,No,,Mujer,Licenciatura,No contestó
CAMINO REAL A TOLUCA,43,Hogar,Otro,Llevar o recoger a alguien,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
JUSTINO ROSAS,17,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
CAMINO REAL A TOLUCA,46,Hogar,Trabajo,Ir al trabajo,Falta de infraestructura,No,,Hombre,Licenciatura,No contestó
CALZADA CAMARONES,61,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CAMARONES,25,Otra vivienda,Otro,Hacer compras,Recorrido muy largo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
CAMARONES,55,Hogar,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV. CUITLAHUAC,22,Hogar,"Centro comercial, tienda, mercado",Trámite,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,">1,000"
AV. CUITLAHUAC,31,Otro,"Restaurante, bar, cafetería",Ir a comer,Fala mecánica de bici,No,,Hombre,Primaria,"3,001-6,000"
AV. JARDIN,36,Trabajo,Hogar,Regreso a casa,Falta de infraestructura,No,,Hombre,Secundaria,"3,001-6,000"
ISABEL LA CATOLICA,46,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
ERMITA,42,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
RIO DE GUADALUPE,18,Hogar,Escuela,Ir a estudiar,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
SAN PABLO,23,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Clima,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA DESIERTO DE LOS LEONES,23,Escuela,Hogar,Regreso a casa,Clima,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
AV. JARDIN,35,Otro,Hogar,Recreación,Falta de infraestructura,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
CALZADA CAMARONES,58,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
AV. JARDIN,19,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA CAMARONES,35,Otra vivienda,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
CALZADA CAMARONES,37,Hogar,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"<15,001"
CALZADA CAMARONES,36,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
SAN FRANCISCO,45,Trabajo,Hogar,Regreso a casa,Llevar prisa,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV UNIVERSIDAD,31,Hogar,Otra vivienda,Ir de visita,Clima,No,,Mujer,No contestó,No contestó
AV. DE LAS GRANJAS,59,Trabajo,Trabajo,Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
REAL DE SAN MARTIN,35,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Falta de infraestructura,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,No contestó
REAL DE SAN MARTIN,60,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Primaria,"3,001-6,000"
CAMINO A NEXTENGO,43,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Secundaria,"1,001-3,000"
FAJA DE ORO,54,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
CAMINO A NEXTENGO,70,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
CAMINO A NEXTENGO,41,Trabajo,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Secundaria,"1,001-3,000"
CAMINO A NEXTENGO,40,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Primaria,"1,001-3,000"
FAJA DE ORO,20,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
EL ROSARIO,61,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
EL ROSARIO,63,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
PASEO DEL PEDREGAL,20,Trabajo,Trabajo,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Primaria,No contestó
POSTA,43,Hogar,Otro,Trámite,No haya bici disponible,No,,Hombre,Secundaria,No contestó
VASCO DE QUIROGA,20,"Centro comercial, tienda, mercado",Hogar,Recreación,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
