folio,fecha_creacion,hora_creacion,dia_semana,codigo_cierre,fecha_cierre,año_cierre,mes_cierre,hora_cierre,delegacion_inicio,incidente_c4,latitud,longitud,clas_con_f_alarma,tipo_entrada,delegacion_cierre,geopoint,mes
C5/200723/02418,23/07/2020,11:19:41,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",23/07/2020,2020,Julio,11:24:38,AZCAPOTZALCO,accidente-ciclista,19.49077998,-99.16872012,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.49077998,-99.16872012",7
C5/200723/03063,23/07/2020,12:55:46,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",23/07/2020,2020,Julio,13:21:22,MIGUEL HIDALGO,accidente-ciclista,19.416092,-99.203392,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.416092,-99.203392",7
C5/200710/04731,10/07/2020,17:28:22,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",10/07/2020,2020,Julio,18:01:00,CUAUHTEMOC,accidente-ciclista,19.43520003,-99.14988996,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.43520003,-99.14988996",7
C5/200710/02651,10/07/2020,12:16:19,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",10/07/2020,2020,Julio,12:54:14,CUAUHTEMOC,accidente-ciclista,19.44327996,-99.14132016,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44327996,-99.14132016",7
C5/200710/03911,10/07/2020,15:37:55,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",10/07/2020,2020,Julio,19:13:09,CUAUHTEMOC,accidente-ciclista,19.42596999,-99.15365016,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.42596999,-99.15365016",7
C5/200724/05095,24/07/2020,16:46:00,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",24/07/2020,2020,Julio,17:54:00,IZTACALCO,accidente-ciclista,19.41252003,-99.05697,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.41252003,-99.05697",7
C5/200711/08367,11/07/2020,20:58:11,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",11/07/2020,2020,Julio,21:51:57,COYOACAN,accidente-ciclista,19.35362997,-99.15946992,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.35362997,-99.15946992",7
C5/200712/00473,12/07/2020,00:47:21,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",12/07/2020,2020,Julio,00:51:07,IZTAPALAPA,accidente-ciclista,19.34746002,-99.00237996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34746002,-99.00237996",7
C5/200712/04758,12/07/2020,13:06:34,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",12/07/2020,2020,Julio,14:37:27,MIGUEL HIDALGO,accidente-ciclista,19.42758999,-99.20397996,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.42758999,-99.20397996",7
C5/200726/07362,26/07/2020,18:51:43,Domingo,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",26/07/2020,2020,Julio,20:04:05,MIGUEL HIDALGO,accidente-ciclista,19.40318001,-99.21493008,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.40318001,-99.21493008",7
C5/200726/04535,26/07/2020,12:06:43,Domingo,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",26/07/2020,2020,Julio,12:38:02,BENITO JUAREZ,accidente-ciclista,19.38519999,-99.18185004,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.38519999,-99.18185004",7
C5/200726/04616,26/07/2020,12:20:03,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",26/07/2020,2020,Julio,12:27:41,AZCAPOTZALCO,accidente-ciclista,19.50183999,-99.20486016,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,"19.50183999,-99.20486016",7
C5/200726/04771,26/07/2020,12:41:58,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,13:48:19,MAGDALENA CONTRERAS,accidente-ciclista,19.297466,-99.25544,URGENCIAS MEDICAS,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.297466,-99.25544",7
C5/200726/06083,26/07/2020,15:48:37,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,17:25:32,GUSTAVO A. MADERO,accidente-ciclista,19.54014003,-99.13794984,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.54014003,-99.13794984",7
C5/200726/05550,26/07/2020,14:39:54,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,16:07:46,MIGUEL HIDALGO,accidente-ciclista,19.40782,-99.18442,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,"19.40782,-99.18442",7
C5/200725/10109,25/07/2020,22:31:51,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,00:49:43,MIGUEL HIDALGO,accidente-ciclista,19.40915997,-99.19136988,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.40915997,-99.19136988",7
IZ/200713/04720,13/07/2020,17:10:33,Lunes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",13/07/2020,2020,Julio,19:14:24,MILPA ALTA,accidente-ciclista,19.2052,-99.050618,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,MILPA ALTA,"19.2052,-99.050618",7
C5/200713/02587,13/07/2020,11:30:30,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",13/07/2020,2020,Julio,12:14:53,CUAUHTEMOC,accidente-ciclista,19.46519001,-99.13745988,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,"19.46519001,-99.13745988",7
C5/200714/03275,14/07/2020,14:33:22,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",14/07/2020,2020,Julio,14:36:12,XOCHIMILCO,accidente-ciclista,19.25952003,-99.08903016,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.25952003,-99.08903016",7
C5/200727/07109,27/07/2020,21:22:54,Lunes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",27/07/2020,2020,Julio,23:34:57,IZTAPALAPA,accidente-ciclista,19.33957998,-99.09888012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.33957998,-99.09888012",7
C5/200714/01310,14/07/2020,08:57:13,Martes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",14/07/2020,2020,Julio,09:48:03,COYOACAN,accidente-ciclista,19.32068997,-99.11373984,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.32068997,-99.11373984",7
C5/200728/04399,28/07/2020,16:24:17,Martes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",28/07/2020,2020,Julio,18:57:32,BENITO JUAREZ,accidente-ciclista,19.37930004,-99.14811984,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.37930004,-99.14811984",7
C5/200714/05306,14/07/2020,19:16:33,Martes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",14/07/2020,2020,Julio,21:10:45,IZTAPALAPA,accidente-ciclista,19.30013001,-99.08336988,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.30013001,-99.08336988",7
C5/200714/05512,14/07/2020,19:44:46,Martes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",14/07/2020,2020,Julio,19:49:44,CUAUHTEMOC,accidente-ciclista,19.46519001,-99.13745988,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.46519001,-99.13745988",7
C5/200728/05200,28/07/2020,18:23:40,Martes,"(F) El operador/a o despachador/a identifican, antes de dar respuesta a la emergencia, que ésta es falsa. O al ser despachada una unidad de atención a emergencias en el lugar de los hechos se percatan que el incidente no corresponde al reportado inicialmente",28/07/2020,2020,Julio,20:34:59,AZCAPOTZALCO,accidente-ciclista,19.47318003,-99.14829012,FALSA ALARMA,RADIO,AZCAPOTZALCO,"19.47318003,-99.14829012",7
C5/200715/05017,15/07/2020,17:56:07,Miércoles,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",15/07/2020,2020,Julio,18:14:53,GUSTAVO A. MADERO,accidente-ciclista,19.48969998,-99.07206984,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48969998,-99.07206984",7
C5/200715/05034,15/07/2020,17:57:52,Miércoles,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",15/07/2020,2020,Julio,18:02:27,GUSTAVO A. MADERO,accidente-ciclista,19.48969998,-99.07206984,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48969998,-99.07206984",7
C5/200715/05073,15/07/2020,18:03:23,Miércoles,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",15/07/2020,2020,Julio,18:06:17,GUSTAVO A. MADERO,accidente-ciclista,19.48969998,-99.07206984,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48969998,-99.07206984",7
C5/200729/04877,29/07/2020,17:33:48,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",29/07/2020,2020,Julio,19:19:14,TLAHUAC,accidente-ciclista,19.28912004,-99.00948996,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.28912004,-99.00948996",7
C5/200730/07112,30/07/2020,21:57:02,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/07/2020,2020,Julio,23:32:24,TLAHUAC,accidente-ciclista,19.23886998,-99.00579996,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.23886998,-99.00579996",7
C5/200716/05343,16/07/2020,18:50:14,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",16/07/2020,2020,Julio,19:48:54,IZTAPALAPA,accidente-ciclista,19.34057997,-99.11109996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34057997,-99.11109996",7
C5/200716/05396,16/07/2020,18:57:06,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",16/07/2020,2020,Julio,18:58:52,IZTAPALAPA,accidente-ciclista,19.34057997,-99.11109996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34057997,-99.11109996",7
C5/200716/05515,16/07/2020,19:12:51,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",16/07/2020,2020,Julio,19:14:21,IZTAPALAPA,accidente-ciclista,19.34057997,-99.11109996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34057997,-99.11109996",7
C5/200716/05549,16/07/2020,19:16:41,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",16/07/2020,2020,Julio,19:18:54,IZTAPALAPA,accidente-ciclista,19.33963002,-99.11306016,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.33963002,-99.11306016",7
IZ/200730/02149,30/07/2020,10:37:03,Jueves,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",30/07/2020,2020,Julio,10:42:28,IZTAPALAPA,accidente-ciclista,19.36571,-99.028442,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,IZTAPALAPA,"19.36571,-99.028442",7
C5/200730/02117,30/07/2020,10:33:03,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/07/2020,2020,Julio,11:30:33,IZTAPALAPA,accidente-ciclista,19.36574001,-99.02832012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.36574001,-99.02832012",7
C5/200730/03049,30/07/2020,12:52:17,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/07/2020,2020,Julio,13:13:54,CUAJIMALPA,accidente-ciclista,19.34793999,-99.28996992,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA,"19.34793999,-99.28996992",7
C5/200730/05261,30/07/2020,18:03:16,Jueves,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",30/07/2020,2020,Julio,18:17:06,IZTACALCO,accidente-ciclista,19.39538997,-99.08528004,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.39538997,-99.08528004",7
C5/200731/05058,31/07/2020,16:39:03,Viernes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",31/07/2020,2020,Julio,17:30:52,CUAUHTEMOC,accidente-ciclista,19.44560997,-99.14884992,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44560997,-99.14884992",7
C5/200731/05535,31/07/2020,17:40:33,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",31/07/2020,2020,Julio,18:26:00,BENITO JUAREZ,accidente-ciclista,19.39130001,-99.15995988,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.39130001,-99.15995988",7
C5/200718/07377,18/07/2020,19:24:51,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,19:28:40,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/07396,18/07/2020,19:26:47,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,19:30:19,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/07408,18/07/2020,19:29:01,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,19:31:26,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200731/02763,31/07/2020,11:16:53,Viernes,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",31/07/2020,2020,Julio,11:52:22,MIGUEL HIDALGO,accidente-ciclista,19.44134001,-99.19146996,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44134001,-99.19146996",7
C5/200718/03319,18/07/2020,10:21:57,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",18/07/2020,2020,Julio,13:23:37,MIGUEL HIDALGO,accidente-ciclista,19.41940998,-99.19564992,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,"19.41940998,-99.19564992",7
C5/200718/03419,18/07/2020,10:37:14,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",18/07/2020,2020,Julio,11:50:31,CUAUHTEMOC,accidente-ciclista,19.407982,-99.146302,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.407982,-99.146302",7
C5/200718/07004,18/07/2020,18:45:48,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,18:48:48,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/07013,18/07/2020,18:46:11,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,18:50:16,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/07017,18/07/2020,18:46:28,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,18:50:43,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/04165,18/07/2020,12:33:13,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",18/07/2020,2020,Julio,13:56:57,MAGDALENA CONTRERAS,accidente-ciclista,19.32076998,-99.23186016,URGENCIAS MEDICAS,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.32076998,-99.23186016",7
C5/200718/07081,18/07/2020,18:53:49,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,18:54:58,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200718/07247,18/07/2020,19:13:22,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",18/07/2020,2020,Julio,19:19:05,ALVARO OBREGON,accidente-ciclista,19.35582003,-99.25538004,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.35582003,-99.25538004",7
C5/200719/08051,19/07/2020,19:56:07,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",19/07/2020,2020,Julio,21:01:13,CUAUHTEMOC,accidente-ciclista,19.43317998,-99.13406004,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,"19.43317998,-99.13406004",7
C5/200722/02045,22/07/2020,10:44:34,Miércoles,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",22/07/2020,2020,Julio,11:24:06,GUSTAVO A. MADERO,accidente-ciclista,19.48763997,-99.14695992,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48763997,-99.14695992",7
C5/200722/04118,22/07/2020,16:00:57,Miércoles,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",22/07/2020,2020,Julio,16:05:41,COYOACAN,accidente-ciclista,19.35844002,-99.16999992,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.35844002,-99.16999992",7
C5/200723/05921,23/07/2020,19:16:35,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",23/07/2020,2020,Julio,21:22:33,VENUSTIANO CARRANZA,accidente-ciclista,19.44280998,-99.07734996,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.44280998,-99.07734996",7
C5/200724/02346,24/07/2020,10:16:00,Viernes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",24/07/2020,2020,Julio,12:20:00,ALVARO OBREGON,accidente-ciclista,19.36152999,-99.20386008,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.36152999,-99.20386008",7
C5/200724/05106,24/07/2020,16:47:00,Viernes,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",24/07/2020,2020,Julio,17:26:00,IZTACALCO,accidente-ciclista,19.41252003,-99.05697,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.41252003,-99.05697",7
C5/200725/10115,25/07/2020,22:33:31,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",25/07/2020,2020,Julio,22:35:29,MIGUEL HIDALGO,accidente-ciclista,19.40915997,-99.19136988,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.40915997,-99.19136988",7
C5/200725/03447,25/07/2020,08:59:14,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",25/07/2020,2020,Julio,09:14:35,ALVARO OBREGON,accidente-ciclista,19.384805,-99.244322,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.384805,-99.244322",7
C5/200725/03670,25/07/2020,09:41:28,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",25/07/2020,2020,Julio,13:30:21,MAGDALENA CONTRERAS,accidente-ciclista,19.30003002,-99.25009992,URGENCIAS MEDICAS,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.30003002,-99.25009992",7
C5/200725/04321,25/07/2020,11:26:11,Sábado,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",25/07/2020,2020,Julio,11:32:04,COYOACAN,accidente-ciclista,19.338005,-99.124235,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.338005,-99.124235",7
C5/200726/04870,26/07/2020,12:56:32,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",26/07/2020,2020,Julio,13:30:05,MAGDALENA CONTRERAS,accidente-ciclista,19.30003002,-99.25009992,URGENCIAS MEDICAS,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.30003002,-99.25009992",7
C5/200726/05055,26/07/2020,13:29:09,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,14:39:34,IZTACALCO,accidente-ciclista,19.40499999,-99.06960996,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.40499999,-99.06960996",7
C5/200726/05093,26/07/2020,13:34:09,Domingo,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",26/07/2020,2020,Julio,13:40:16,TLAHUAC,accidente-ciclista,19.22562999,-98.94903984,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.22562999,-98.94903984",7
C5/200726/08871,26/07/2020,22:35:23,Domingo,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",26/07/2020,2020,Julio,23:44:23,TLAHUAC,accidente-ciclista,19.26432,-98.99292996,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.26432,-98.99292996",7
C5/200729/04889,29/07/2020,17:34:17,Miércoles,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",29/07/2020,2020,Julio,17:38:54,TLAHUAC,accidente-ciclista,19.28912004,-99.00948996,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,"19.28912004,-99.00948996",7
C5/200730/02951,30/07/2020,12:38:14,Jueves,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",30/07/2020,2020,Julio,14:54:53,IZTACALCO,accidente-ciclista,19.42019001,-99.05987016,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.42019001,-99.05987016",7
C5/200801/07945,01/08/2020,19:42:29,Sábado,"(F) El operador/a o despachador/a identifican, antes de dar respuesta a la emergencia, que ésta es falsa. O al ser despachada una unidad de atención a emergencias en el lugar de los hechos se percatan que el incidente no corresponde al reportado inicialmente",01/08/2020,2020,Agosto,21:26:32,IZTAPALAPA,accidente-ciclista,19.35056997,-99.09102996,FALSA ALARMA,LLAMADA DEL 911,IZTAPALAPA,"19.35056997,-99.09102996",8
C5/200801/10065,01/08/2020,23:12:00,Sábado,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",02/08/2020,2020,Agosto,01:46:59,GUSTAVO A. MADERO,accidente-ciclista,19.49068998,-99.10028988,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.49068998,-99.10028988",8
C5/200801/10096,01/08/2020,23:17:41,Sábado,"(N) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos, pero en el sitio del evento nadie solicitó el apoyo de la unidad",02/08/2020,2020,Agosto,02:00:03,XOCHIMILCO,accidente-ciclista,19.27720998,-99.11835,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,"19.27720998,-99.11835",8
C5/200802/05184,02/08/2020,12:45:56,Domingo,"(D) El incidente reportado se registró en dos o más ocasiones procediendo a mantener un único reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",02/08/2020,2020,Agosto,12:50:39,COYOACAN,accidente-ciclista,19.31511,-99.186034,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.31511,-99.186034",8
C5/200804/03719,04/08/2020,14:54:57,Martes,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",04/08/2020,2020,Agosto,16:50:16,GUSTAVO A. MADERO,accidente-ciclista,19.48870998,-99.11687004,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48870998,-99.11687004",8
