calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
AVENIDA PALMAS,18,1,2,1,Cambio de trabajo,No,,Hombre,4,3
AV LAS PALMAS,32,2,1,2,Lesión o incapacidad,No,,Hombre,5,4
AV. SAN JERONIMO,22,1,7,6,Falta de infraestructura,No,,Hombre,8,3
CALLE PALMAS,30,2,1,2,Recorrido muy largo,No,,Hombre,4,3
LUIS CABRERA,25,1,7,4,Lesión o incapacidad,No,,Hombre,7,3
CAMINO DE SANTA TERESA,25,2,2,8,Lesión o incapacidad,No,,Hombre,4,2
LUIS CABRERA,38,1,7,4,Fala mecánica de bici,No,,Hombre,5,3
AV. MORELOS,19,2,1,2,Cambio de trabajo,No,,Hombre,5,2
AV MIGUEL HIDALGO,29,1,2,1,Clima,No,,Hombre,4,3
CANAL DEL RECODO,57,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,9
CANAL DE RECODO,38,4,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
CANAL DEL RECODO,38,5,1,2,Inseguridad,Sí,Estacionada,Hombre,5,3
FRANCISCO I. MADERO,27,4,1,4,Ningún motivo,No,,Hombre,5,3
AV. FRANCISCO I. MADERO,45,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,7,3
MELCHOR OCAMPO,45,2,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
LIC. MARTINEZ DE CASTRO,24,2,7,8,Fala mecánica de bici,Sí,Estacionada,Hombre,3,2
16 DE SEPTIEMBRE,29,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
BENITO JUAREZ,19,1,3,3,Clima,No,,Hombre,5,1
VOSGOS,40,1,2,1,Lesión o incapacidad,No,,Hombre,3,2
VOSGOS,19,2,1,2,Recorrido muy largo,No,,Mujer,5,4
AV EJERCITO NACIONAL,32,1,2,1,Lesión o incapacidad,No,,Hombre,8,5
AV. FRANCISCO TLALTENCO,43,2,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
DAMIANA,39,2,1,2,Cambio de trabajo,No,,Mujer,4,2
CAMINO REAL A TOLUCA,32,1,2,1,Lesión o incapacidad,No,,Hombre,8,5
CAMINO REAL A TOLUCA,30,1,2,1,Clima,No,,Hombre,8,9
FEBO,26,2,1,2,No sé,No,,Mujer,7,3
AV. DEL IMAN,49,1,7,6,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
MANUEL SAENZ,57,3,2,1,Inseguridad,No,,Hombre,3,2
CALZADA TAXQUEÑA,45,2,1,2,Lesión o incapacidad,No,,Hombre,7,3
CALZADA TAXQUEÑA,57,2,1,2,Cambio de trabajo,No,,Hombre,3,2
MOSQUETA,56,1,4,4,Inseguridad,Sí,Estacionada,Hombre,3,4
AV. CERRO DE LAS TORRES,50,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,8,6
ANTONIO DELFIN MADRIGAL,50,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,8,3
SAN GUILLERMO,37,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,7,3
AV LOMA DE LA PALMA,64,1,2,1,Lesión o incapacidad,No,,Hombre,3,3
JOSE SOTERO CASTAÑEDA,45,2,1,2,Recorrido muy largo,No,,Hombre,8,3
MOSQUETA,17,2,2,8,Ningún motivo,Sí,Estacionada,Hombre,5,4
LERDO,34,2,1,2,Lesión o incapacidad,No,,Hombre,4,4
LERDO,38,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,3,4
MOSQUETA,73,2,1,2,Lesión o incapacidad,No,,Hombre,8,3
AV. CANAL DE MIRAMONTES,27,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
AV. CANAL DE MIRAMONTES,18,2,1,2,Cambio de trabajo,No,,Hombre,4,3
AV. CANAL DE MIRAMONTES,46,2,1,2,Fala mecánica de bici,No,,Hombre,3,9
JUVENTINO ROSAS,52,2,7,8,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
JUVENTINO ROSAS,28,1,7,10,Lesión o incapacidad,No,,Hombre,5,2
JUVENTINO ROSAS,42,4,1,4,Lesión o incapacidad,No,,Mujer,4,3
LERDO,37,1,4,4,Falta de infraestructura,Sí,Estacionada,Hombre,4,9
LERDO,42,2,1,2,Inseguridad,Sí,Estacionada,Hombre,5,4
LERDO,42,2,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,9
JUVENTINO ROSAS,48,1,7,4,Clima,No,,Hombre,4,1
BUCARELI,31,2,4,4,Inseguridad,No,,Mujer,4,2
EMILIANO ZAPATA,52,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
ORIENTE 106,44,7,1,2,Lesión o incapacidad,No,,Hombre,4,1
CONGRESO DE LA UNION,26,4,1,4,Recorrido muy largo,No,,Mujer,4,4
VIADUCTO RIO DE LA PIEDAD,31,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
SUR 16,39,1,1,2,Fala mecánica de bici,No,,Mujer,7,3
VIADUCTO RIO DE LA PIEDAD,24,1,7,6,Inseguridad,No,,Hombre,5,3
CONGRESO DE LA UNION,33,2,1,2,Recorrido muy largo,No,,Mujer,5,9
ERMITA IZTAPALAPA,41,1,3,5,Llevar prisa,No,,Mujer,3,3
CAMINO ANTIGUO A CULHUACAN,70,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,3,3
CAMINO ANTIGUO A CULHUACAN,20,2,1,2,Ningún motivo,No,,Hombre,5,3
ARNESES,52,1,2,8,Ningún motivo,No,,Hombre,7,9
TELECOMUNICACIONES,51,2,2,8,Llevar prisa,No,,Hombre,8,2
CARDIOLOGOS,52,1,4,4,Falta de infraestructura,No,,Hombre,4,3
ERMITA IZTAPALAPA,17,1,4,4,Fala mecánica de bici,No,,Hombre,5,9
ANILLO PERIFERICO,19,2,1,2,Ningún motivo,No,,Hombre,5,3
ANILLO PERIFERICO,40,1,2,1,Ningún motivo,No,,Hombre,3,2
AV. JALISCO,43,1,4,4,Ningún motivo,No,,Hombre,5,9
SUR 12,40,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,4,9
SUR 16,28,2,4,4,Fala mecánica de bici,No,,Hombre,3,3
AV. CENTRAL,30,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
EL VERGEL,53,2,2,8,Llevar prisa,No,,Hombre,3,3
AV BENITO JUAREZ,68,5,1,2,Lesión o incapacidad,No,,Mujer,3,2
EL VERGEL,49,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
FRANCISCO MORAZAN,55,1,7,6,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
FRANCISCO MORAZAN,36,1,7,6,Recorrido muy largo,Sí,Estacionada,Hombre,5,2
AV 606,30,4,5,10,Lesión o incapacidad,No,,Mujer,5,3
AV TALISMAN,28,2,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
AV TALISMAN,30,2,1,3,Fala mecánica de bici,No,,Hombre,4,9
AV TALISMAN,35,1,7,6,Lesión o incapacidad,Sí,Estacionada,Hombre,5,1
AV TALISMAN,52,7,5,10,Lesión o incapacidad,No,,Mujer,4,9
AV GUELATAO,62,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,3,3
AV GUELATAO,20,1,5,10,Llevar prisa,Sí,En movimiento,Hombre,5,3
AV GUELATAO,74,2,1,2,Lesión o incapacidad,No,,Hombre,3,1
NAUTLA,18,1,3,3,Recorrido muy largo,No,,Hombre,5,9
NAUTLA,22,2,1,2,Cambio de trabajo,No,,Hombre,5,3
NI?OS HEROES,32,2,4,4,Lesión o incapacidad,No,,Mujer,5,3
AVILA CAMACHO,48,1,4,4,Recorrido muy largo,Sí,Estacionada,Hombre,5,3
AVILA CAMACHO,33,1,5,5,Lesión o incapacidad,No,,Hombre,4,4
FEBO,59,2,2,8,Ningún motivo,No,,Hombre,3,3
FEBO,47,2,2,8,Ningún motivo,Sí,Estacionada,Hombre,3,3
DIVISION DEL NORTE,31,2,1,2,Lesión o incapacidad,No,,Hombre,5,6
SAN GUILLERMO,26,1,5,10,Llevar prisa,Sí,Estacionada,Hombre,8,4
SAN GUILLERMO,20,3,1,2,Recorrido muy largo,No,,Hombre,8,9
AV. INSURGENTES SUR,22,4,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,8,9
SANTA ANA,63,1,2,1,Lesión o incapacidad,No,,Hombre,8,4
REY NEZAHUALCOYOTL,53,1,2,1,Lesión o incapacidad,No,,Hombre,4,9
CALZADA TAXQUEÑA,36,5,1,2,Inseguridad,No,,Hombre,4,3
CALZADA TAXQUEÑA,43,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
CALZADA TAXQUEÑA,39,1,2,1,Lesión o incapacidad,No,,Hombre,4,3
CALZADA TAXQUEÑA,43,2,1,2,Ningún motivo,No,,Hombre,4,2
20 DE NOVIEMBRE,21,1,2,1,Inseguridad,No,,Hombre,7,3
MOSQUETA,63,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,3,3
MOSQUETA,32,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,7,3
JOSE SOTERO CASTAÑEDA,38,1,2,1,Ningún motivo,No,,Hombre,8,4
JOSE SOTERO CASTAÑEDA,14,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
AV JOSE SOTERO CASTAÑEDA,62,2,4,4,Falta de infraestructura,No,,Hombre,4,1
JOSE SOTERO CASTAÑEDA,23,2,5,10,Lesión o incapacidad,No,,Hombre,8,3
JOSE SOTERO CASTAÑEDA,48,2,4,4,Ningún motivo,No,,Hombre,3,1
MOSQUETA,40,2,2,8,Fala mecánica de bici,Sí,Estacionada,Hombre,4,5
MOSQUETA,36,1,4,4,Clima,Sí,Estacionada,Hombre,5,3
AV LOMA DE LA PALMA,19,5,6,7,Inseguridad,No,,Hombre,5,2
AV LOMA DE LA PALMA,42,1,7,6,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
AV LOMA DE LA PALMA,28,1,3,3,Inseguridad,No,,Hombre,5,9
AV LOMA DE LA PALMA,23,1,2,8,Fala mecánica de bici,No,,Hombre,4,2
AV. CANAL DE MIRAMONTES,33,2,1,2,Clima,No,,Hombre,4,9
CALZADA DE LAS BOMBAS,29,1,5,10,Lesión o incapacidad,No,,Mujer,4,3
AV. CANAL DE MIRAMONTES,25,2,1,2,Lesión o incapacidad,No,,Hombre,4,9
MANUEL SAENZ,34,1,7,10,Fala mecánica de bici,No,,Mujer,4,9
AV RICARDO FLORES MAGON,37,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
AV RICARDO FLORES MAGON,18,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
JUVENTINO ROSAS,28,1,5,10,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
JUVENTINO ROSAS,48,2,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,4
JUVENTINO ROSAS,46,2,7,8,Clima,No,,Hombre,4,4
JUVENTINO ROSAS,27,7,2,4,Inseguridad,No,,Hombre,5,5
JUVENTINO ROSAS,42,2,2,8,Fala mecánica de bici,Sí,Estacionada,Hombre,3,2
LERDO,44,1,2,8,Fala mecánica de bici,No,,Hombre,3,3
LERDO,51,3,4,4,Fala mecánica de bici,No,,Hombre,8,3
LERDO,17,7,1,6,Fala mecánica de bici,No,,Hombre,5,3
AV PATRIOTISMO,15,1,2,8,Fala mecánica de bici,No,,Hombre,4,9
EXTREMADURA,60,1,6,8,Ningún motivo,Sí,En movimiento,Hombre,5,3
LA TURBA,32,1,7,6,No haya bici disponible,Sí,Estacionada,Hombre,8,4
AV. LUIS DELGADO,33,1,4,4,Clima,Sí,Estacionada,Mujer,5,3
AV. JULIO DELGADO,54,1,4,4,Lesión o incapacidad,No,,Hombre,4,3
MONTES DE LA CORDILLERA,21,1,3,3,Llevar prisa,No,,Mujer,4,2
EMILIANO ZAPATA,27,3,1,2,Llevar prisa,No,,Hombre,5,4
AV. UNION,23,1,2,1,Fala mecánica de bici,Sí,En movimiento,Hombre,4,3
DZITAS,66,7,1,6,Inseguridad,No,,Hombre,4,5
AV. FUENTES BROTANTES,25,2,4,9,Lesión o incapacidad,Sí,Estacionada,Hombre,8,4
AV. FUENTES BROTANTES,34,2,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,8,2
AV. RENATO LEDUE,23,2,2,8,Ningún motivo,Sí,En movimiento,Hombre,4,3
AV. RENATO LEDUE,50,7,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,4,2
AV. RENATO LEDUE,47,2,4,4,Recorrido muy largo,No,,Hombre,5,3
TENORIOS,19,2,1,2,Lesión o incapacidad,No,,Hombre,5,2
TENORIOS,43,1,7,6,Inseguridad,No,,Mujer,9,9
TENORIOS,19,1,2,1,No sé,No,,Hombre,4,3
ARENAL,21,2,1,6,Ningún motivo,Sí,Estacionada,Hombre,4,4
ARENAL,50,1,2,1,No haya bici disponible,No,,Hombre,3,9
ARENAL,20,1,3,3,Ningún motivo,No,,Hombre,8,1
CAMINO VIEJO A SAN PEDRO,63,1,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
16 DE SEPTIEMBRE,25,1,3,3,Clima,Sí,Estacionada,Mujer,4,3
CAMINO ANTIGUO A CUERNAVACA,16,1,3,3,Lesión o incapacidad,No,,Hombre,4,2
MANZANO,42,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
AV INSURGENTES SUR,40,2,2,8,No contestó,Sí,Estacionada,Hombre,4,3
AV DEL TALLER,29,1,3,3,Fala mecánica de bici,Sí,En movimiento,Mujer,8,9
NEZAHUALPILI / TENOCHTITLAN,33,2,1,2,Lesión o incapacidad,No,,Mujer,5,2
ERNESTO P URUCHURTU,23,1,5,10,Clima,No,,Hombre,5,2
ERNESTO P. URUCHARTA,57,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
ERNESTO P URUCHURTU,25,2,7,8,Recorrido muy largo,No,,Hombre,5,3
FRANCISCO MORAZAN,47,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,6
GALINGO Y VILLA IZTACCIHUATL,22,1,3,3,Ningún motivo,No,,Hombre,5,5
AV. INGENIERO EDUARDO MOLINA,19,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,8,3
INGENIERO EDUARDO MOLINA,17,1,7,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
AV. CALZADA DEL PE?ON,46,1,7,10,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
CALZADA DEL PE?ON,50,2,4,4,Ningún motivo,Sí,Estacionada,Hombre,3,2
EMILIANO ZAPATA,22,4,1,2,Fala mecánica de bici,Sí,En movimiento,Mujer,5,3
AV. FRANCISCO TLALTENCO,55,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,5,1
AV. FRANCISCO TLALTENCO,35,1,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
AV DEL ARBOL,40,5,5,8,Clima,No,,Mujer,4,2
AV. VILLA FRANQUEZA,71,1,2,1,Lesión o incapacidad,No contestó,,Hombre,99,9
AV. VILLA FRANQUEZA,27,1,4,4,Inseguridad,No,,Mujer,5,1
AV. SAN JERONIMO,30,2,2,8,Recorrido muy largo,No,,Hombre,4,3
AV LAS PALMAS,25,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
AV SAN LUIS CABRERA,48,1,7,6,Clima,No,,Mujer,8,4
CALZADA LEGARIA,42,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
CARRILLO PUERTO,30,2,1,2,Llevar prisa,No,,Hombre,7,3
MARINA NACIONAL,28,1,5,10,Recorrido muy largo,Sí,En movimiento,Hombre,8,9
AV. MARINA NACIONAL,17,1,3,3,Inseguridad,No,,Hombre,5,9
AV. MARINA NACIONAL,48,2,1,2,Lesión o incapacidad,No,,Hombre,5,2
AV. INDUSTRIAL MILITAR,40,1,4,4,Lesión o incapacidad,No,,Hombre,8,5
AV. CONSTITUYENTES,32,2,6,8,Lesión o incapacidad,Sí,En movimiento,Hombre,4,3
MIGUEL DE CERVANTES SABEDRA,36,1,4,4,Lesión o incapacidad,No,,Mujer,8,5
MIGUEL DE CERVANTES SABEDRA,20,2,1,2,Lesión o incapacidad,No,,Hombre,5,9
LAGUNA DE MAYRAN,36,4,1,2,Clima,No,,Mujer,5,4
AV EJERCITO NACIONAL,29,2,2,8,Lesión o incapacidad,No,,Mujer,5,4
AV EJERCITO NACIONAL,42,1,2,1,Clima,Sí,No contestó,Hombre,4,2
REFORMA,21,5,2,1,Inseguridad,No,,Hombre,8,4
PARQUE LIRA,18,2,2,8,Llevar prisa,Sí,Estacionada,Hombre,4,2
PARQUE LIRA,26,7,4,4,No sé,No,,Hombre,5,2
FRAY SERVANDO TERESA DE MIER,56,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
FRAY SERVANDO TERESA DE MIER,68,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,1,9
AV MIGUEL HIDALGO,36,4,1,4,Clima,Sí,Estacionada,Hombre,4,4
AV. MORELOS,53,1,2,1,Fala mecánica de bici,No,,Hombre,1,9
ANILLO PERIFERICO,28,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
CARRETERA XOCHIMILCO,40,7,1,2,Cambio de trabajo,Sí,Estacionada,Mujer,7,4
SAN PABLO,20,1,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,8,3
SAN PABLO,19,1,3,3,Recorrido muy largo,No,,Hombre,8,2
SAN PABLO,52,1,5,8,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
16 DE SEPTIEMBRE,23,1,3,3,Recorrido muy largo,Sí,Estacionada,Hombre,5,3
AV 16 DE SEPTIEMBRE,40,1,2,1,Inseguridad,No,,Mujer,4,2
AV CAMINO NATIVITAS,30,7,1,2,Inseguridad,Sí,En movimiento,Hombre,5,9
AV CAMINO NATIVITAS,21,7,6,7,Clima,No,,Mujer,5,3
16 DE SEPTIEMBRE,23,7,1,2,Lesión o incapacidad,Sí,Estacionada,Mujer,5,9
BENITO JUAREZ,18,1,5,10,Lesión o incapacidad,Sí,Estacionada,Mujer,5,3
BENITO JUAREZ,17,1,3,3,Ningún motivo,No,,Mujer,5,1
BENITO JUAREZ,29,7,1,5,Clima,No,,Hombre,5,3
BENITO JUAREZ,24,5,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,5,3
BENITO JUAREZ,25,1,7,6,Clima,No,,Hombre,5,3
CAMINO REAL A TOLUCA,20,1,7,4,Inseguridad,No,,Hombre,5,2
SAN JERONIMO,40,7,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,8,6
CAMINO REAL A TOLUCA,39,1,2,1,Ningún motivo,No,,Hombre,8,9
SAN JERONIMO,59,2,2,8,Ningún motivo,No,,Hombre,5,5
CAMARONES,46,2,7,8,Lesión o incapacidad,No,,Hombre,5,3
AV. CUITLAHUAC,64,1,4,4,Ningún motivo,Sí,Estacionada,Hombre,3,2
CAMARONES,70,1,4,4,Lesión o incapacidad,No,,Hombre,3,9
CALZADA ERMITA IZTAPALAPA,56,2,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
AV. JARDIN,25,1,2,1,Falta de infraestructura,Sí,Estacionada,Hombre,8,3
CALZADA CAMARONES,55,2,4,4,Cambio de trabajo,Sí,Estacionada,Hombre,3,2
AV. JARDIN,54,1,7,8,Ningún motivo,Sí,Estacionada,Hombre,7,3
AV. JARDIN,39,3,1,5,Clima,No,,Hombre,5,4
CALZADA CAMARONES,36,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
JERUSALEN,21,1,3,3,Falta de infraestructura,No,,Hombre,5,3
JERUSALEN,32,1,2,1,Cambio de trabajo,No,,Hombre,5,3
JERUSALEN,47,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
JERUSALEN,31,1,3,5,Fala mecánica de bici,Sí,Estacionada,Mujer,5,9
AV. DE LAS GRANJAS,31,1,99,2,Lesión o incapacidad,No,,Hombre,3,1
REAL DE SAN MARTIN,28,2,2,8,Clima,Sí,Estacionada,Hombre,4,3
FAJA DE ORO,58,1,7,1,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
CAMINO A NEXTENGO,32,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,5,6
EL ROSARIO,35,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,4
AV. DE LAS CULTURAS,25,1,2,1,Lesión o incapacidad,No,,Hombre,8,4
EL ROSARIO,72,1,7,6,Lesión o incapacidad,No,,Hombre,5,9
SAN FRANCISCO,65,1,7,9,Ningún motivo,No,,Mujer,4,2
ERNESTO URUCHURTU,57,2,1,7,Fala mecánica de bici,No,,Hombre,4,3
PROLONGACION REFORMA,25,7,1,10,Fala mecánica de bici,No,,Mujer,8,1
PROLONGACION REFORMA,27,1,2,1,Clima,Sí,No contestó,Hombre,4,3
CALZADA DE LOS LEONES,19,2,1,2,Ningún motivo,No,,Hombre,4,2
CAMINO VIEJO A MIXCOAC,56,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,1
PASEO DEL PEDREGAL,22,1,3,3,Recorrido muy largo,No,,Hombre,5,9
CALZADA DESIERTO DE LOS LEONES,29,2,1,2,Fala mecánica de bici,No,,Hombre,4,2
AVENIDA TOLUCA,38,2,1,2,Lesión o incapacidad,No,,Hombre,8,9
SAN JERONIMO,35,5,4,4,Recorrido muy largo,No,,Hombre,4,4
SIMON BOLIVAR,32,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,8,3
AV UNIVERSIDAD,41,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,7,9
AV UNIVERSIDAD,29,4,5,4,Inseguridad,No,,Mujer,7,9
INDEPENDENCIA,28,2,7,8,Lesión o incapacidad,Sí,En movimiento,Hombre,5,5
AV 506,31,1,4,4,Fala mecánica de bici,Sí,En movimiento,Mujer,8,2
AV. CENTRAL,30,2,6,7,Cambio de trabajo,No,,Hombre,4,2
AV CANAL DE SAN JUAN,22,1,4,4,Recorrido muy largo,Sí,En movimiento,Hombre,5,2
PLUTARCO ELIAS CALLES,23,1,5,10,Clima,No,,Hombre,4,2
AV JUAN ALVAREZ,24,3,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,5,2
AV JUAN ALVAREZ,75,1,4,4,Ningún motivo,No,,Hombre,3,3
AV GUELATAO,67,4,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,9
AV. MICHOACAN,37,2,1,2,Fala mecánica de bici,No,,Hombre,3,4
AV. GALVA.,43,2,1,2,Cambio de trabajo,Sí,Estacionada,Hombre,3,4
AV. MICHOACAN,45,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
ERMITA IZTAPALAPA,27,2,1,2,No haya bici disponible,Sí,En movimiento,Hombre,5,3
CAMINO ANTIGUO A CULHUACAN,22,2,1,2,Fala mecánica de bici,No,,Hombre,4,3
CAMINO ANTIGUO A CULHUACAN,41,1,2,1,Ningún motivo,No,,Hombre,4,3
CALZADA IGNACIO ZARAGOZA,27,2,5,10,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
NI?OS HEROES,19,1,2,1,Cambio de trabajo,No,,Hombre,5,9
NI?OS HEROES,31,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,3,9
NI?OS HEROES,38,1,7,6,Clima,Sí,En movimiento,Hombre,4,4
ARNESES,41,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,3,3
CARDIOLOGOS,43,1,4,4,Fala mecánica de bici,No,,Hombre,5,3
BATALLA DE CALPULALPA,21,5,1,2,Inseguridad,No,,Hombre,4,4
AV BENITO JUAREZ,26,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,5,1
NAUTLA,66,1,7,5,Lesión o incapacidad,No,,Hombre,3,9
AV BENITO JUAREZ,16,7,5,10,Lesión o incapacidad,No,,Hombre,4,1
AV BENITO JUAREZ,16,1,7,6,Recorrido muy largo,No,,Mujer,4,4
NAUTLA,32,1,2,8,Recorrido muy largo,No,,Hombre,5,9
SANTA CRUZ MEYEHUALCO,18,1,4,4,Clima,No,,Mujer,4,9
EL VERGEL,25,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
SANTA CRUZ,25,1,5,10,Ningún motivo,No,,Mujer,4,3
SAN MIGUEL,33,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
BAJA CALIFORNIA,64,2,2,1,Clima,No,,Hombre,4,2
SAN MIGUEL,39,1,5,6,Fala mecánica de bici,No,,Hombre,4,9
MIGUEL LERDO DE TEJADA,31,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
DARIO FERNANDEZ,17,1,7,6,Inseguridad,No,,Hombre,5,3
DR. IGNACIO MORONES PRIETO,20,4,1,4,Clima,No,,Hombre,7,9
DR. IGNACIO MORONES PRIETO,30,6,1,7,Clima,No,,Hombre,7,9
DR. IGNACIO MORONES PRIETO,26,1,5,7,Clima,No,,Mujer,5,9
JAIME NUNO,50,2,1,2,Llevar prisa,Sí,Estacionada,Hombre,3,2
JAIME NUNO,19,2,4,4,Clima,No,,Hombre,5,2
JAIME NUNO,44,1,4,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
EMILIANO ZAPATA,54,1,2,1,Ningún motivo,Sí,En movimiento,Hombre,5,2
EMILIANO ZAPATA,26,4,1,2,Inseguridad,Sí,Estacionada,Mujer,5,4
EMILIANO ZAPATA,52,1,4,4,Clima,No,,Hombre,3,9
PONIENTE 134,23,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,4,1
SANTIAGO ATEPETLAC,52,2,1,2,Fala mecánica de bici,No,,Hombre,5,3
SANTIAGO ATEPETLAC,38,1,3,5,Lesión o incapacidad,No,,Mujer,3,2
FERNANDO AMILPA,40,7,2,1,Inseguridad,Sí,Estacionada,Hombre,7,3
ACUEDUCTO DE GUADALUPE,28,2,2,8,Ningún motivo,No,,Hombre,4,2
LAZARO CARDENAS,43,1,2,1,Llevar prisa,Sí,Estacionada,Mujer,5,3
LAZARO CARDENAS,19,1,3,3,Clima,No,,Mujer,5,2
LAZARO CARDENAS,28,2,1,2,Cambio de trabajo,Sí,Estacionada,Hombre,5,3
LAZARO CARDENAS,30,2,2,8,Cambio de trabajo,Sí,Estacionada,Hombre,5,3
LAZARO CARDENAS,63,1,2,1,Llevar prisa,Sí,Estacionada,Hombre,5,3
ACUEDUCTO DE GUADALUPE,32,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
ACUEDUCTO DE GUADALUPE,15,7,7,6,Lesión o incapacidad,No,,Hombre,5,9
ACUEDUCTO DE GUADALUPE,25,1,2,1,Llevar prisa,Sí,Estacionada,Mujer,5,3
ACUEDUCTO DE GUADALUPE,59,2,1,2,Lesión o incapacidad,No,,Hombre,4,2
RIO BAMBA,31,4,1,2,Lesión o incapacidad,No,,Hombre,5,4
LEON DE LOS ALDAMA,56,3,1,2,Clima,Sí,Estacionada,Hombre,4,3
EDUARDO MOLINA,34,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
EDUARDO MOLINA,60,1,4,4,Ningún motivo,Sí,Estacionada,Hombre,4,3
EDUARDO MOLINA,49,2,7,4,Inseguridad,Sí,Estacionada,Hombre,4,3
LEON DE LOS ALDAMA,27,1,2,1,Lesión o incapacidad,No,,Mujer,4,4
FERNANDO AMILPA,17,3,1,3,Fala mecánica de bici,No,,Hombre,5,9
FERNANDO AMILPA,23,2,5,10,Clima,Sí,En movimiento,Hombre,5,1
